id,nome,sobrenome,sexo,pai,mae,nascimento
8334,Lara,Barbosa,F,868,2062,2000-02-02 00:00:00
8335,Davi Luiz,Almeida Barbosa,M,867,2503,2000-07-08 00:00:00
8336,Erick,Almeida Barbosa,M,867,2503,2000-05-16 00:00:00
8337,Noah,Almeida Barbosa,M,867,2503,2000-03-19 00:00:00
8338,Sofia,Almeida Barbosa,F,867,2503,2000-06-11 00:00:00
8339,Sophie,Almeida Barbosa,F,867,2503,2000-12-13 00:00:00
8340,Kamilly,Almeida Barbosa,F,867,2503,2000-06-23 00:00:00
8341,Oliver,Rodrigues Barbosa,M,866,2228,2000-08-03 00:00:00
8342,André,Rodrigues Barbosa,M,866,2228,2000-02-02 00:00:00
8343,Benício,Rodrigues Barbosa,M,866,2228,2000-08-22 00:00:00
8344,Maria Alice,Rodrigues Barbosa,F,866,2228,2000-09-04 00:00:00
8345,Maria Eduarda,Rodrigues Barbosa,F,866,2228,2000-11-06 00:00:00
8346,Clara,Rodrigues Barbosa,F,866,2228,2000-05-12 00:00:00
8347,Luiz Fernando,Almeida Barbosa,M,865,789,2000-01-01 00:00:00
8348,Davi Miguel,Almeida Barbosa,M,865,789,2000-04-15 00:00:00
8349,Pedro Henrique,Almeida Barbosa,M,865,789,2000-11-23 00:00:00
8350,Sabrina,Almeida Barbosa,F,865,789,2000-07-10 00:00:00
8351,Isabella,Almeida Barbosa,F,865,789,2000-11-08 00:00:00
8352,Maria Flor,Almeida Barbosa,F,865,789,2000-06-12 00:00:00
8353,Rhavi,Rodrigues Barbosa,M,858,2232,2000-06-15 00:00:00
8354,Luiz Henrique,Rodrigues Barbosa,M,858,2232,2000-10-01 00:00:00
8355,Murilo,Rodrigues Barbosa,M,858,2232,2000-11-05 00:00:00
8356,Isabel,Rodrigues Barbosa,F,858,2232,2000-07-14 00:00:00
8357,Mariana,Rodrigues Barbosa,F,858,2232,2000-02-17 00:00:00
8358,Maria Alice,Rodrigues Barbosa,F,858,2232,2000-08-23 00:00:00
8359,Rael,Rodrigues Barbosa,M,857,2170,2000-09-15 00:00:00
8360,Levi,Rodrigues Barbosa,M,857,2170,2000-06-17 00:00:00
8361,Vinícius,Rodrigues Barbosa,M,857,2170,2000-01-10 00:00:00
8362,Letícia,Rodrigues Barbosa,F,857,2170,2000-07-15 00:00:00
8363,Clara,Rodrigues Barbosa,F,857,2170,2000-01-19 00:00:00
8364,Alana,Rodrigues Barbosa,F,857,2170,2000-04-16 00:00:00
8365,Benício,Mota Barbosa,M,856,1967,2000-09-06 00:00:00
8366,Leandro,Mota Barbosa,M,856,1967,2000-10-18 00:00:00
8367,Benjamim,Mota Barbosa,M,856,1967,2000-03-19 00:00:00
8368,Melina,Mota Barbosa,F,856,1967,2000-02-19 00:00:00
8369,Isabelly,Mota Barbosa,F,856,1967,2000-03-01 00:00:00
8370,Aurora,Mota Barbosa,F,856,1967,2000-05-19 00:00:00
8371,Juan,Moura Barbosa,M,855,1452,2000-11-11 00:00:00
8372,Benício,Moura Barbosa,M,855,1452,2000-05-22 00:00:00
8373,Augusto,Moura Barbosa,M,855,1452,2000-07-06 00:00:00
8374,Ana Clara,Moura Barbosa,F,855,1452,2000-01-28 00:00:00
8375,Pietra,Moura Barbosa,F,855,1452,2000-12-14 00:00:00
8376,Olivia,Moura Barbosa,F,855,1452,2000-12-20 00:00:00
8377,Nicolas,Almeida Barbosa,M,854,2472,2000-06-14 00:00:00
8378,Danilo,Almeida Barbosa,M,854,2472,2000-05-07 00:00:00
8379,Yago,Almeida Barbosa,M,854,2472,2000-05-25 00:00:00
8380,Ana Luiza,Almeida Barbosa,F,854,2472,2000-05-21 00:00:00
8381,Gabrielly,Almeida Barbosa,F,854,2472,2000-11-17 00:00:00
8382,Yasmin,Almeida Barbosa,F,854,2472,2000-12-21 00:00:00
8383,Fernando,Lima Barbosa,M,853,1161,2000-02-01 00:00:00
8384,Luiz Gustavo,Lima Barbosa,M,853,1161,2000-08-01 00:00:00
8385,Lucas Gabriel,Lima Barbosa,M,853,1161,2000-08-11 00:00:00
8386,Ester,Lima Barbosa,F,853,1161,2000-09-12 00:00:00
8387,Jade,Lima Barbosa,F,853,1161,2000-06-21 00:00:00
8388,Eloá,Lima Barbosa,F,853,1161,2000-06-14 00:00:00
8389,Arthur Gabriel,Almeida Barbosa,M,846,1676,2000-12-11 00:00:00
8390,Marcelo,Almeida Barbosa,M,846,1676,2000-03-17 00:00:00
8391,Pedro,Almeida Barbosa,M,846,1676,2000-11-03 00:00:00
8392,Alícia,Almeida Barbosa,F,846,1676,2000-10-10 00:00:00
8393,Bruna,Almeida Barbosa,F,846,1676,2000-10-23 00:00:00
8394,Natália,Almeida Barbosa,F,846,1676,2000-03-25 00:00:00
8395,Davi Miguel,Mendes Barbosa,M,845,536,2000-10-01 00:00:00
8396,Josué,Mendes Barbosa,M,845,536,2000-01-22 00:00:00
8397,Matheus,Mendes Barbosa,M,845,536,2000-09-14 00:00:00
8398,Emilly,Mendes Barbosa,F,845,536,2000-11-22 00:00:00
8399,Sara,Mendes Barbosa,F,845,536,2000-04-21 00:00:00
8400,Ayla,Mendes Barbosa,F,845,536,2000-05-20 00:00:00
8401,Davi Lucas,Barbosa,M,844,895,2000-11-05 00:00:00
8402,André,Barbosa,M,844,895,2000-02-19 00:00:00
8403,Calebe,Barbosa,M,844,895,2000-05-14 00:00:00
8404,Sarah,Barbosa,F,844,895,2000-11-06 00:00:00
8405,Nicole,Barbosa,F,844,895,2000-04-18 00:00:00
8406,Emanuella,Barbosa,F,844,895,2000-07-26 00:00:00
8407,Matteo,Rodrigues Barbosa,M,843,1488,2000-04-03 00:00:00
8408,Henry Gabriel,Rodrigues Barbosa,M,843,1488,2000-10-03 00:00:00
8409,Luan,Rodrigues Barbosa,M,843,1488,2000-06-16 00:00:00
8410,Bruna,Rodrigues Barbosa,F,843,1488,2000-10-14 00:00:00
8411,Maria Laura,Rodrigues Barbosa,F,843,1488,2000-02-03 00:00:00
8412,Ana Vitória,Rodrigues Barbosa,F,843,1488,2000-09-23 00:00:00
8413,Davi,Silva Barbosa,M,842,608,2000-10-10 00:00:00
8414,Benício,Silva Barbosa,M,842,608,2000-03-27 00:00:00
8415,Kevin,Silva Barbosa,M,842,608,2000-09-21 00:00:00
8416,Isabela,Silva Barbosa,F,842,608,2000-08-10 00:00:00
8417,Maysa,Silva Barbosa,F,842,608,2000-10-17 00:00:00
8418,Alexia,Silva Barbosa,F,842,608,2000-03-03 00:00:00
8419,Vitor Gabriel,Moura Barbosa,M,841,682,2000-12-12 00:00:00
8420,Henrique,Moura Barbosa,M,841,682,2000-03-09 00:00:00
8421,Kaique,Moura Barbosa,M,841,682,2000-09-12 00:00:00
8422,Beatriz,Moura Barbosa,F,841,682,2000-09-15 00:00:00
8423,Sabrina,Moura Barbosa,F,841,682,2000-10-19 00:00:00
8424,Stella,Moura Barbosa,F,841,682,2000-05-09 00:00:00
8425,Ravy,Lima Barbosa,M,834,2086,2000-02-21 00:00:00
8426,Breno,Lima Barbosa,M,834,2086,2000-06-18 00:00:00
8427,Rael,Lima Barbosa,M,834,2086,2000-06-26 00:00:00
8428,Fernanda,Lima Barbosa,F,834,2086,2000-08-04 00:00:00
8429,Clarice,Lima Barbosa,F,834,2086,2000-08-28 00:00:00
8430,Liz,Lima Barbosa,F,834,2086,2000-02-03 00:00:00
8431,Pedro Henrique,Lima Barbosa,M,833,742,2000-07-27 00:00:00
8432,Antony,Lima Barbosa,M,833,742,2000-02-06 00:00:00
8433,Luiz Henrique,Lima Barbosa,M,833,742,2000-06-22 00:00:00
8434,Isadora,Lima Barbosa,F,833,742,2000-10-20 00:00:00
8435,Lavínia,Lima Barbosa,F,833,742,2000-02-26 00:00:00
8436,Raquel,Lima Barbosa,F,833,742,2000-11-27 00:00:00
8437,Nathan,Moura Barbosa,M,832,452,2000-05-09 00:00:00
8438,Luiz Otávio,Moura Barbosa,M,832,452,2000-06-15 00:00:00
8439,Theodoro,Moura Barbosa,M,832,452,2000-01-09 00:00:00
8440,Manuela,Moura Barbosa,F,832,452,2000-04-20 00:00:00
8441,Maria Julia,Moura Barbosa,F,832,452,2000-01-02 00:00:00
8442,Esther,Moura Barbosa,F,832,452,2000-08-05 00:00:00
8443,Bento,Carvalho Barbosa,M,831,1869,2000-04-14 00:00:00
8444,Arthur,Carvalho Barbosa,M,831,1869,2000-12-25 00:00:00
8445,Rodrigo,Carvalho Barbosa,M,831,1869,2000-04-22 00:00:00
8446,Mariana,Carvalho Barbosa,F,831,1869,2000-10-09 00:00:00
8447,Helena,Carvalho Barbosa,F,831,1869,2000-01-12 00:00:00
8448,Vitória,Carvalho Barbosa,F,831,1869,2000-10-28 00:00:00
8449,Ravi Lucca,Almeida Barbosa,M,830,1065,2000-06-18 00:00:00
8450,Samuel,Almeida Barbosa,M,830,1065,2000-07-18 00:00:00
8451,Otto,Almeida Barbosa,M,830,1065,2000-05-17 00:00:00
8452,Antonella,Almeida Barbosa,F,830,1065,2000-12-21 00:00:00
8453,Sophie,Almeida Barbosa,F,830,1065,2000-06-04 00:00:00
8454,Lunna,Almeida Barbosa,F,830,1065,2000-12-13 00:00:00
8455,Benjamim,Carvalho Barbosa,M,829,1797,2000-07-13 00:00:00
8456,Yago,Carvalho Barbosa,M,829,1797,2000-03-02 00:00:00
8457,Ravi Lucca,Carvalho Barbosa,M,829,1797,2000-03-27 00:00:00
8458,Mariana,Carvalho Barbosa,F,829,1797,2000-03-10 00:00:00
8459,Alana,Carvalho Barbosa,F,829,1797,2000-10-13 00:00:00
8460,Hadassa,Carvalho Barbosa,F,829,1797,2000-09-07 00:00:00
8461,Henry Gabriel,Moura Barbosa,M,822,526,2000-10-16 00:00:00
8462,Anthony,Moura Barbosa,M,822,526,2000-05-03 00:00:00
8463,Benjamin,Moura Barbosa,M,822,526,2000-09-02 00:00:00
8464,Isabelly,Moura Barbosa,F,822,526,2000-11-05 00:00:00
8465,Maria Luísa,Moura Barbosa,F,822,526,2000-03-15 00:00:00
8466,Sophie,Moura Barbosa,F,822,526,2000-05-07 00:00:00
8467,Gustavo,Mota Barbosa,M,821,919,2000-11-19 00:00:00
8468,Nicolas,Mota Barbosa,M,821,919,2000-03-03 00:00:00
8469,Ravy,Mota Barbosa,M,821,919,2000-10-20 00:00:00
8470,Laura,Mota Barbosa,F,821,919,2000-05-21 00:00:00
8471,Ana Sophia,Mota Barbosa,F,821,919,2000-09-02 00:00:00
8472,Maria Helena,Mota Barbosa,F,821,919,2000-05-24 00:00:00
8473,André,Moura Barbosa,M,820,1018,2000-10-26 00:00:00
8474,Asafe,Moura Barbosa,M,820,1018,2000-07-13 00:00:00
8475,Murilo,Moura Barbosa,M,820,1018,2000-05-08 00:00:00
8476,Isis,Moura Barbosa,F,820,1018,2000-04-06 00:00:00
8477,Ana Lívia,Moura Barbosa,F,820,1018,2000-11-03 00:00:00
8478,Alice,Moura Barbosa,F,820,1018,2000-08-28 00:00:00
8479,Leonardo,Pinto Barbosa,M,819,2279,2000-01-12 00:00:00
8480,Bernardo,Pinto Barbosa,M,819,2279,2000-12-14 00:00:00
8481,Luiz Miguel,Pinto Barbosa,M,819,2279,2000-11-27 00:00:00
8482,Sophia,Pinto Barbosa,F,819,2279,2000-10-12 00:00:00
8483,Caroline,Pinto Barbosa,F,819,2279,2000-02-07 00:00:00
8484,Yasmin,Pinto Barbosa,F,819,2279,2000-05-03 00:00:00
8485,Levi,Lima Barbosa,M,818,1497,2000-03-07 00:00:00
8486,Bryan,Lima Barbosa,M,818,1497,2000-12-23 00:00:00
8487,Ravi Lucca,Lima Barbosa,M,818,1497,2000-03-17 00:00:00
8488,Alícia,Lima Barbosa,F,818,1497,2000-12-12 00:00:00
8489,Ana Laura,Lima Barbosa,F,818,1497,2000-12-23 00:00:00
8490,Allana,Lima Barbosa,F,818,1497,2000-08-12 00:00:00
8491,Yuri,Lima Barbosa,M,817,2145,2000-10-11 00:00:00
8492,Nathan,Lima Barbosa,M,817,2145,2000-12-14 00:00:00
8493,Luiz Miguel,Lima Barbosa,M,817,2145,2000-09-16 00:00:00
8494,Emanuelly,Lima Barbosa,F,817,2145,2000-08-08 00:00:00
8495,Bruna,Lima Barbosa,F,817,2145,2000-05-20 00:00:00
8496,Alexia,Lima Barbosa,F,817,2145,2000-12-20 00:00:00
8497,Felipe,Lima Barbosa,M,810,1128,2000-06-13 00:00:00
8498,Emanuel,Lima Barbosa,M,810,1128,2000-06-12 00:00:00
8499,Otávio,Lima Barbosa,M,810,1128,2000-10-14 00:00:00
8500,Anna Liz,Lima Barbosa,F,810,1128,2000-05-09 00:00:00
8501,Maria,Lima Barbosa,F,810,1128,2000-12-09 00:00:00
8502,Mariah,Lima Barbosa,F,810,1128,2000-12-22 00:00:00
8503,Anthony Gabriel,Mota Barbosa,M,809,1915,2000-04-13 00:00:00
8504,Bernardo,Mota Barbosa,M,809,1915,2000-07-06 00:00:00
8505,Theodoro,Mota Barbosa,M,809,1915,2000-07-25 00:00:00
8506,Isabel,Mota Barbosa,F,809,1915,2000-06-23 00:00:00
8507,Joana,Mota Barbosa,F,809,1915,2000-01-04 00:00:00
8508,Maria Clara,Mota Barbosa,F,809,1915,2000-01-11 00:00:00
8509,Rodrigo,Barbosa,M,808,2064,2000-01-21 00:00:00
8510,Otto,Barbosa,M,808,2064,2000-03-12 00:00:00
8511,Benício,Barbosa,M,808,2064,2000-01-04 00:00:00
8512,Sophia,Barbosa,F,808,2064,2000-01-02 00:00:00
8513,Sara,Barbosa,F,808,2064,2000-10-26 00:00:00
8514,Isabela,Barbosa,F,808,2064,2000-08-06 00:00:00
8515,Mathias,Carvalho Barbosa,M,807,766,2000-09-27 00:00:00
8516,Dom,Carvalho Barbosa,M,807,766,2000-12-23 00:00:00
8517,Henry,Carvalho Barbosa,M,807,766,2000-10-13 00:00:00
8518,Maria Liz,Carvalho Barbosa,F,807,766,2000-11-13 00:00:00
8519,Ísis,Carvalho Barbosa,F,807,766,2000-03-04 00:00:00
8520,Isabella,Carvalho Barbosa,F,807,766,2000-04-14 00:00:00
8521,Vinícius,Barbosa,M,806,1776,2000-11-01 00:00:00
8522,Miguel,Barbosa,M,806,1776,2000-06-21 00:00:00
8523,Gustavo,Barbosa,M,806,1776,2000-08-11 00:00:00
8524,Bruna,Barbosa,F,806,1776,2000-10-23 00:00:00
8525,Emanuella,Barbosa,F,806,1776,2000-05-04 00:00:00
8526,Kamilly,Barbosa,F,806,1776,2000-06-14 00:00:00
8527,João,Lima Barbosa,M,805,2073,2000-09-01 00:00:00
8528,Murilo,Lima Barbosa,M,805,2073,2000-05-04 00:00:00
8529,Luiz Miguel,Lima Barbosa,M,805,2073,2000-02-12 00:00:00
8530,Ester,Lima Barbosa,F,805,2073,2000-07-11 00:00:00
8531,Aylla,Lima Barbosa,F,805,2073,2000-03-15 00:00:00
8532,Catarina,Lima Barbosa,F,805,2073,2000-04-06 00:00:00
8533,Cauã,Silva Mota,M,798,1884,2000-03-17 00:00:00
8534,Luiz Gustavo,Silva Mota,M,798,1884,2000-12-01 00:00:00
8535,Benjamim,Silva Mota,M,798,1884,2000-09-17 00:00:00
8536,Juliana,Silva Mota,F,798,1884,2000-11-09 00:00:00
8537,Maitê,Silva Mota,F,798,1884,2000-11-28 00:00:00
8538,Laís,Silva Mota,F,798,1884,2000-05-27 00:00:00
8539,Davi,Silva Mota,M,797,1763,2000-04-25 00:00:00
8540,Bernardo,Silva Mota,M,797,1763,2000-03-02 00:00:00
8541,Alexandre,Silva Mota,M,797,1763,2000-09-06 00:00:00
8542,Clarice,Silva Mota,F,797,1763,2000-12-17 00:00:00
8543,Anna Liz,Silva Mota,F,797,1763,2000-12-18 00:00:00
8544,Luiza,Silva Mota,F,797,1763,2000-06-10 00:00:00
8545,José Pedro,Silva Lima,M,796,1197,2000-02-07 00:00:00
8546,Antony,Silva Lima,M,796,1197,2000-09-28 00:00:00
8547,Marcos Vinicius,Silva Lima,M,796,1197,2000-12-21 00:00:00
8548,Alana,Silva Lima,F,796,1197,2000-02-03 00:00:00
8549,Ágatha,Silva Lima,F,796,1197,2000-06-19 00:00:00
8550,Mariana,Silva Lima,F,796,1197,2000-01-27 00:00:00
8551,Felipe,Silva Barbosa,M,795,2300,2000-09-07 00:00:00
8552,Pedro Miguel,Silva Barbosa,M,795,2300,2000-02-21 00:00:00
8553,Isaque,Silva Barbosa,M,795,2300,2000-09-21 00:00:00
8554,Rebeca,Silva Barbosa,F,795,2300,2000-11-22 00:00:00
8555,Marina,Silva Barbosa,F,795,2300,2000-01-03 00:00:00
8556,Ana Clara,Silva Barbosa,F,795,2300,2000-02-08 00:00:00
8557,Heitor,Silva Barbosa,M,794,876,2000-01-22 00:00:00
8558,Samuel,Silva Barbosa,M,794,876,2000-01-12 00:00:00
8559,Erick,Silva Barbosa,M,794,876,2000-08-12 00:00:00
8560,Pietra,Silva Barbosa,F,794,876,2000-04-13 00:00:00
8561,Ágatha,Silva Barbosa,F,794,876,2000-12-27 00:00:00
8562,Maria Luiza,Silva Barbosa,F,794,876,2000-10-25 00:00:00
8563,Gael Henrique,Silva Sousa,M,793,1304,2000-02-17 00:00:00
8564,Arthur Miguel,Silva Sousa,M,793,1304,2000-01-18 00:00:00
8565,Oliver,Silva Sousa,M,793,1304,2000-04-24 00:00:00
8566,Aylla,Silva Sousa,F,793,1304,2000-09-25 00:00:00
8567,Maria Fernanda,Silva Sousa,F,793,1304,2000-10-19 00:00:00
8568,Vitória,Silva Sousa,F,793,1304,2000-04-15 00:00:00
8569,Lucas,Almeida Rodrigues,M,786,2263,2000-09-20 00:00:00
8570,Marcos Vinicius,Almeida Rodrigues,M,786,2263,2000-04-14 00:00:00
8571,Igor,Almeida Rodrigues,M,786,2263,2000-01-10 00:00:00
8572,Ana Liz,Almeida Rodrigues,F,786,2263,2000-11-24 00:00:00
8573,Luana,Almeida Rodrigues,F,786,2263,2000-08-18 00:00:00
8574,Ana Julia,Almeida Rodrigues,F,786,2263,2000-04-08 00:00:00
8575,Pietro,Almeida Lima,M,785,1137,2000-03-01 00:00:00
8576,José,Almeida Lima,M,785,1137,2000-03-26 00:00:00
8577,Otto,Almeida Lima,M,785,1137,2000-07-17 00:00:00
8578,Maria Luísa,Almeida Lima,F,785,1137,2000-11-22 00:00:00
8579,Larissa,Almeida Lima,F,785,1137,2000-09-01 00:00:00
8580,Maria Liz,Almeida Lima,F,785,1137,2000-01-24 00:00:00
8581,Breno,Almeida,M,784,1668,2000-11-22 00:00:00
8582,Alexandre,Almeida,M,784,1668,2000-12-23 00:00:00
8583,Caio,Almeida,M,784,1668,2000-04-13 00:00:00
8584,Maya,Almeida,F,784,1668,2000-02-28 00:00:00
8585,Anna Liz,Almeida,F,784,1668,2000-03-03 00:00:00
8586,Maya,Almeida,F,784,1668,2000-02-27 00:00:00
8587,Marcos Vinicius,Almeida Lima,M,783,2652,2000-04-26 00:00:00
8588,Yuri,Almeida Lima,M,783,2652,2000-10-01 00:00:00
8589,Calebe,Almeida Lima,M,783,2652,2000-10-07 00:00:00
8590,Maria,Almeida Lima,F,783,2652,2000-09-13 00:00:00
8591,Catarina,Almeida Lima,F,783,2652,2000-02-15 00:00:00
8592,Emanuella,Almeida Lima,F,783,2652,2000-03-13 00:00:00
8593,João Lucas,Almeida Carvalho,M,782,1831,2000-01-24 00:00:00
8594,Yago,Almeida Carvalho,M,782,1831,2000-11-11 00:00:00
8595,Arthur,Almeida Carvalho,M,782,1831,2000-02-27 00:00:00
8596,Hadassa,Almeida Carvalho,F,782,1831,2000-10-04 00:00:00
8597,Ágatha,Almeida Carvalho,F,782,1831,2000-10-11 00:00:00
8598,Sara,Almeida Carvalho,F,782,1831,2000-09-06 00:00:00
8599,Carlos Eduardo,Almeida Lima,M,781,2158,2000-09-19 00:00:00
8600,Bento,Almeida Lima,M,781,2158,2000-07-12 00:00:00
8601,Rael,Almeida Lima,M,781,2158,2000-04-25 00:00:00
8602,Maria Isis,Almeida Lima,F,781,2158,2000-05-01 00:00:00
8603,Melissa,Almeida Lima,F,781,2158,2000-12-19 00:00:00
8604,Jade,Almeida Lima,F,781,2158,2000-05-10 00:00:00
8605,Josué,Gonçalves Mota,M,774,1327,2000-11-16 00:00:00
8606,Bruno,Gonçalves Mota,M,774,1327,2000-02-12 00:00:00
8607,Antônio,Gonçalves Mota,M,774,1327,2000-11-04 00:00:00
8608,Aylla,Gonçalves Mota,F,774,1327,2000-05-01 00:00:00
8609,Brenda,Gonçalves Mota,F,774,1327,2000-10-14 00:00:00
8610,Maria Luísa,Gonçalves Mota,F,774,1327,2000-04-08 00:00:00
8611,Lorenzo,Gonçalves Mota,M,773,562,2000-09-19 00:00:00
8612,Davi Lucca,Gonçalves Mota,M,773,562,2000-09-20 00:00:00
8613,Luigi,Gonçalves Mota,M,773,562,2000-07-10 00:00:00
8614,Maysa,Gonçalves Mota,F,773,562,2000-07-26 00:00:00
8615,Maya,Gonçalves Mota,F,773,562,2000-05-15 00:00:00
8616,Evelyn,Gonçalves Mota,F,773,562,2000-04-15 00:00:00
8617,Luiz Fernando,Gonçalves Ribeiro,M,772,1099,2000-06-19 00:00:00
8618,Francisco,Gonçalves Ribeiro,M,772,1099,2000-02-12 00:00:00
8619,Igor,Gonçalves Ribeiro,M,772,1099,2000-05-14 00:00:00
8620,Carolina,Gonçalves Ribeiro,F,772,1099,2000-11-19 00:00:00
8621,Mariane,Gonçalves Ribeiro,F,772,1099,2000-08-03 00:00:00
8622,Ana Julia,Gonçalves Ribeiro,F,772,1099,2000-09-23 00:00:00
8623,Benicio,Gonçalves Pinto,M,771,2578,2000-01-21 00:00:00
8624,Daniel,Gonçalves Pinto,M,771,2578,2000-03-09 00:00:00
8625,Leandro,Gonçalves Pinto,M,771,2578,2000-11-23 00:00:00
8626,Lívia,Gonçalves Pinto,F,771,2578,2000-08-19 00:00:00
8627,Mariane,Gonçalves Pinto,F,771,2578,2000-07-14 00:00:00
8628,Sofia,Gonçalves Pinto,F,771,2578,2000-07-27 00:00:00
8629,Benjamim,Gonçalves Lima,M,770,1352,2000-12-22 00:00:00
8630,Gustavo,Gonçalves Lima,M,770,1352,2000-09-23 00:00:00
8631,Théo,Gonçalves Lima,M,770,1352,2000-12-07 00:00:00
8632,Alana,Gonçalves Lima,F,770,1352,2000-03-02 00:00:00
8633,Stephany,Gonçalves Lima,F,770,1352,2000-01-25 00:00:00
8634,Stella,Gonçalves Lima,F,770,1352,2000-02-02 00:00:00
8635,Gustavo Henrique,Gonçalves Barbosa,M,769,898,2000-07-08 00:00:00
8636,Antônio,Gonçalves Barbosa,M,769,898,2000-01-06 00:00:00
8637,Liam,Gonçalves Barbosa,M,769,898,2000-07-13 00:00:00
8638,Sophie,Gonçalves Barbosa,F,769,898,2000-02-17 00:00:00
8639,Lunna,Gonçalves Barbosa,F,769,898,2000-11-27 00:00:00
8640,Lorena,Gonçalves Barbosa,F,769,898,2000-12-13 00:00:00
8641,Paulo,Barbosa Carvalho,M,762,1607,2000-06-21 00:00:00
8642,Caio,Barbosa Carvalho,M,762,1607,2000-12-13 00:00:00
8643,Henry,Barbosa Carvalho,M,762,1607,2000-07-20 00:00:00
8644,Maitê,Barbosa Carvalho,F,762,1607,2000-04-25 00:00:00
8645,Mariah,Barbosa Carvalho,F,762,1607,2000-06-16 00:00:00
8646,Ana Vitória,Barbosa Carvalho,F,762,1607,2000-01-19 00:00:00
8647,Luiz Fernando,Barbosa Carvalho,M,761,815,2000-04-25 00:00:00
8648,Luiz Otávio,Barbosa Carvalho,M,761,815,2000-05-10 00:00:00
8649,Lucca,Barbosa Carvalho,M,761,815,2000-08-01 00:00:00
8650,Maitê,Barbosa Carvalho,F,761,815,2000-08-02 00:00:00
8651,Maria Luiza,Barbosa Carvalho,F,761,815,2000-12-05 00:00:00
8652,Lara,Barbosa Carvalho,F,761,815,2000-07-13 00:00:00
8653,Ian,Carvalho,M,760,1858,2000-11-04 00:00:00
8654,Josué,Carvalho,M,760,1858,2000-01-20 00:00:00
8655,Apollo,Carvalho,M,760,1858,2000-09-13 00:00:00
8656,Rafaela,Carvalho,F,760,1858,2000-02-24 00:00:00
8657,Hellena,Carvalho,F,760,1858,2000-11-21 00:00:00
8658,Ana Beatriz,Carvalho,F,760,1858,2000-11-22 00:00:00
8659,Miguel,Gomes Carvalho,M,759,1557,2000-04-13 00:00:00
8660,Vinicius,Gomes Carvalho,M,759,1557,2000-11-06 00:00:00
8661,Davi,Gomes Carvalho,M,759,1557,2000-08-19 00:00:00
8662,Helena,Gomes Carvalho,F,759,1557,2000-03-19 00:00:00
8663,Ana Clara,Gomes Carvalho,F,759,1557,2000-05-21 00:00:00
8664,Bárbara,Gomes Carvalho,F,759,1557,2000-09-27 00:00:00
8665,André,Rodrigues Carvalho,M,758,2384,2000-01-04 00:00:00
8666,Mateus,Rodrigues Carvalho,M,758,2384,2000-11-07 00:00:00
8667,Vinicius,Rodrigues Carvalho,M,758,2384,2000-11-08 00:00:00
8668,Agatha,Rodrigues Carvalho,F,758,2384,2000-08-21 00:00:00
8669,Maria,Rodrigues Carvalho,F,758,2384,2000-08-21 00:00:00
8670,Clarice,Rodrigues Carvalho,F,758,2384,2000-10-19 00:00:00
8671,Diogo,Sousa Carvalho,M,757,1699,2000-08-12 00:00:00
8672,Antônio,Sousa Carvalho,M,757,1699,2000-07-15 00:00:00
8673,Benjamin,Sousa Carvalho,M,757,1699,2000-08-12 00:00:00
8674,Maria Isis,Sousa Carvalho,F,757,1699,2000-03-07 00:00:00
8675,Júlia,Sousa Carvalho,F,757,1699,2000-11-12 00:00:00
8676,Laura,Sousa Carvalho,F,757,1699,2000-10-16 00:00:00
8677,Vinicius,Gomes Almeida,M,750,1567,2000-10-24 00:00:00
8678,Luiz Fernando,Gomes Almeida,M,750,1567,2000-01-05 00:00:00
8679,Yan,Gomes Almeida,M,750,1567,2000-04-17 00:00:00
8680,Maria Liz,Gomes Almeida,F,750,1567,2000-03-01 00:00:00
8681,Joana,Gomes Almeida,F,750,1567,2000-10-11 00:00:00
8682,Laura,Gomes Almeida,F,750,1567,2000-12-27 00:00:00
8683,Dom,Gomes Almeida,M,749,1571,2000-02-27 00:00:00
8684,Dom,Gomes Almeida,M,749,1571,2000-06-21 00:00:00
8685,Arthur,Gomes Almeida,M,749,1571,2000-05-07 00:00:00
8686,Ana Clara,Gomes Almeida,F,749,1571,2000-12-24 00:00:00
8687,Lívia,Gomes Almeida,F,749,1571,2000-10-08 00:00:00
8688,Julia,Gomes Almeida,F,749,1571,2000-11-27 00:00:00
8689,Erick,Almeida Barbosa,M,748,874,2000-12-03 00:00:00
8690,João Gabriel,Almeida Barbosa,M,748,874,2000-05-07 00:00:00
8691,Caleb,Almeida Barbosa,M,748,874,2000-12-12 00:00:00
8692,Júlia,Almeida Barbosa,F,748,874,2000-02-07 00:00:00
8693,Ester,Almeida Barbosa,F,748,874,2000-07-10 00:00:00
8694,Ana Clara,Almeida Barbosa,F,748,874,2000-05-13 00:00:00
8695,Dante,Almeida Lima,M,747,2071,2000-11-17 00:00:00
8696,José Pedro,Almeida Lima,M,747,2071,2000-04-20 00:00:00
8697,José,Almeida Lima,M,747,2071,2000-07-02 00:00:00
8698,Hellena,Almeida Lima,F,747,2071,2000-01-27 00:00:00
8699,Ana Carolina,Almeida Lima,F,747,2071,2000-04-07 00:00:00
8700,Ana Lívia,Almeida Lima,F,747,2071,2000-07-12 00:00:00
8701,Murilo,Sousa Almeida,M,746,1715,2000-10-23 00:00:00
8702,Arthur Miguel,Sousa Almeida,M,746,1715,2000-04-28 00:00:00
8703,João Guilherme,Sousa Almeida,M,746,1715,2000-06-11 00:00:00
